奥迪A3 2014款 Sportback 35 TFSI 自动舒适型,7万公里,2015年7月,自动,1.4L,北京,11.8
明锐 2018款 旅行车 TSI280 DSG旗舰版,3万公里,2017年10月,自动,1.4L,北京,11.8
艾菲 2017款 2.4L 自动标准型,1.9万公里,2019年1月,自动,2.4L,北京,11.8
一汽-大众CC 2011款 2.0TSI 至尊型,10.2万公里,2011年7月,自动,2L,北京,11.8
MINI CLUBMAN 2011款 1.6L ONE,6.2万公里,2013年3月,自动,1.6L,北京,11.8
江淮iEVA50 2018款 豪华智享型,0.7万公里,2018年4月,自动,0L,北京,11.8
奔驰CLK级 2006款 CLK 200K 双门轿跑车,10万公里,2009年8月,自动,1.8L,北京,11.8
途观 2012款 2.0TSI 自动四驱菁英版,6万公里,2011年7月,自动,2L,北京,11.8
途观 2012款 1.8TSI 自动两驱耀智版,6.9万公里,2012年6月,自动,1.8L,北京,11.8
宝马X3(进口) 2010款 xDrive30i探索版,8.8万公里,2011年1月,自动,3L,北京,11.8
MINI COUNTRYMAN 2011款 1.6L COOPER Fun,9.6万公里,2011年11月,自动,1.6L,北京,11.8
尚酷 2011款 2.0TSI R-Line,8.5万公里,2011年6月,自动,2L,北京,11.8
宝马X1 2012款 xDrive20i 豪华型,14.5万公里,2012年5月,自动,2L,北京,11.8
速派 2018款 TSI330 DSG舒适版 国V,5.2万公里,2017年11月,自动,1.8L,北京,11.8
奔驰C级 2011款 C 200 CGI 时尚型,9万公里,2011年4月,自动,1.8L,北京,11.8
甲壳虫 2014款 1.4TSI 时尚型,6.5万公里,2014年1月,自动,1.4L,北京,11.8
途观 2015款 1.8TSI 自动两驱舒适版,7万公里,2015年7月,自动,1.8L,北京,11.8
大切诺基(进口) 2007款 5.7L,8.2万公里,2007年8月,自动,5.7L,北京,11.8
福克斯 2019款 三厢 EcoBoost 180 自动锋潮型,0.02万公里,2019年12月,自动,1.5L,北京,11.8
奔驰C级 2013款 C 180 经典型 Grand Edition,11万公里,2013年7月,自动,1.8L,北京,11.8
科帕奇 2017款 2.4L 四驱旗舰版 7座,2万公里,2017年5月,自动,2.4L,北京,11.8
甲壳虫 2014款 1.2TSI 时尚型,7.9万公里,2014年7月,自动,1.2L,北京,11.86
唯雅诺(进口) 2010款 Viano 3.2L,8.8万公里,2010年2月,自动,3.2L,北京,11.88
沃尔沃V40 2014款 2.0T 智雅版,5.7万公里,2013年10月,自动,2L,北京,11.9
别克GL8 2011款 2.4L CT豪华商务舒适版,6万公里,2012年2月,自动,2.4L,北京,11.9
科雷傲(进口) 2016款 2.5L 四驱舒适运动版,7万公里,2016年2月,自动,2.5L,北京,11.98
宝马X1 2012款 sDrive18i 豪华型,6.3万公里,2012年7月,自动,2L,北京,11.98
途观 2012款 2.0TSI 自动四驱旗舰版,8.3万公里,2013年3月,自动,2L,北京,11.98
甲壳虫 2013款 1.4TSI 舒适型,4.7万公里,2013年4月,自动,1.4L,北京,11.98
途胜 2018款 1.6T 双离合两驱15周年特别版,1.9万公里,2017年9月,自动,1.6L,北京,11.98
高尔夫 2012款 2.0TSI GTI,6.6万公里,2013年9月,自动,2L,北京,11.98
金杯大海狮 2016款 2.7L大海狮L丰田动力版手动,5万公里,2016年7月,手动,2.7L,北京,11.98
奥迪A6L 2011款 2.0 TFSI 自动舒适型,10万公里,2011年10月,自动,2L,北京,12
福克斯 2019款 三厢 EcoBoost 180 自动锋耀型,0.02万公里,2019年12月,自动,1.5L,北京,12
沃尔沃XC60(进口) 2012款 T5 个性运动版,12万公里,2012年8月,自动,2L,北京,12
奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型,5.69万公里,2016年6月,自动,1.4L,北京,12.18
宝马1系(进口) 2013款 改款 118i 领先型,5.8万公里,2014年4月,自动,1.6L,北京,12.3
奔驰C级 2013款 C 180 经典型 Grand Edition,7万公里,2013年11月,自动,1.8L,北京,12.3
阿特兹 2017款 2.0L 蓝天时尚版,6万公里,2017年9月,自动,2L,北京,12.3
别克GL8 2014款 2.4L 经典版,2万公里,2016年11月,自动,2.4L,北京,12.3
别克GL6 2019款 18T 6座互联尊贵型 国V,0.11万公里,2018年11月,自动,1.3L,北京,12.3
甲壳虫 2014款 1.4TSI 时尚型,3.7万公里,2013年11月,自动,1.4L,北京,12.4
smart forfour 2018款 0.9T 66千瓦风尚型,0.2万公里,2018年7月,自动,0.9L,北京,12.5
别克GL8 2014款 2.4L 经典版,6.7万公里,2016年1月,自动,2.4L,北京,12.5
奥迪A6L 2012款 TFSI 标准型,16.3万公里,2012年7月,自动,2L,北京,12.5
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,1.5万公里,2017年9月,自动,2L,北京,12.5
凯美瑞 2013款 200G 经典豪华版,5.3万公里,2015年3月,自动,2L,北京,12.5
凯美瑞 2012款 2.5G 豪华导航版,12万公里,2012年1月,自动,2.5L,北京,12.5
奥迪Q5 2010款 2.0TFSI 技术型,5.7万公里,2010年6月,自动,2L,北京,12.5
奔驰A级(进口) 2013款 A 180 时尚型,4.7万公里,2013年12月,自动,1.6L,北京,12.5
思域 2016款 220TURBO CVT豪华版,3万公里,2018年4月,自动,1.5L,北京,12.5
卡罗拉 2016款 双擎 1.8L CVT领先版,5.9万公里,2017年1月,自动,1.8L,北京,12.5
自由侠 2017款 180TS 自动四驱全能版,1万公里,2018年9月,自动,2L,北京,12.5
英菲尼迪G系 2010款 G25 Sedan 豪华运动版,4.6万公里,2011年7月,自动,2.5L,北京,12.5
汉兰达 2009款 3.5L 四驱7座豪华版,13万公里,2010年6月,自动,3.5L,北京,12.5
凯迪拉克XTS 2013款 28T 科技型,13万公里,2013年11月,自动,2L,北京,12.58
迈腾 2015款 2.0TSI 尊贵型,8万公里,2014年10月,自动,2L,北京,12.6
甲壳虫 2013款 1.4TSI 豪华型,6.3万公里,2013年5月,自动,1.4L,北京,12.6
奥迪A6L 2010款 3.0 TFSI quattro 豪华型,14万公里,2010年5月,自动,3L,北京,12.6
